0,1,2,3,4,5,6,7,8,9,10
0.0,0.08539453125019847,0.6051701926489318,0.3398673583983977,0.2924056549073355,0.22835534113099729,0.2716544816080727,0.2512219831194975,0.2483717316455838,0.25546393657469,0.11660735677108629
